stage,elapsed_seconds,camera_id,frames_received,frames_selected,inferences,detections,events,active_tracks,completed_tracks,temporal_activities,trajectory_candidates,trajectories,behavior_features,behavior_signals,risk_events,evidence_written,queue_depths,cpu_percent,ram_mb,threads,errors,stalls,healthy_cameras
MAIN,1548.313,ALL,55526,5789,9307,4299,4299,4,365,369,40,49,13053,3659,0,5789,32,708.1,525.406,190,0,0,4
MAIN,1553.36,ALL,55711,5809,9337,4308,4308,4,366,370,40,49,13080,3667,0,5809,32,702.8,525.414,190,0,0,4
MAIN,1558.36,ALL,55889,5831,9370,4315,4315,4,366,370,40,49,13101,3674,0,5831,32,742.8,525.422,190,0,0,4
MAIN,1563.36,ALL,56060,5848,9399,4318,4318,4,367,371,40,49,13110,3676,0,5848,32,700.3,525.426,190,0,0,4
MAIN,1568.36,ALL,56252,5870,9433,4325,4325,4,367,371,40,49,13131,3682,0,5870,32,745.3,525.426,190,0,0,4
MAIN,1573.36,ALL,56430,5891,9466,4338,4338,4,368,372,41,50,13173,3693,0,5891,32,738.8,525.496,190,0,0,4
MAIN,1578.36,ALL,56605,5907,9494,4343,4343,4,368,372,41,50,13188,3698,0,5907,32,700.0,525.496,190,0,0,4
MAIN,1583.36,ALL,56791,5929,9525,4358,4358,4,369,373,41,50,13233,3711,0,5929,32,721.6,525.512,191,0,0,4
MAIN,1588.375,ALL,56972,5947,9558,4375,4375,4,369,373,41,50,13284,3728,0,5947,32,711.3,525.512,191,0,0,4
MAIN,1593.375,ALL,57152,5967,9590,4391,4391,4,369,373,41,50,13332,3744,0,5967,32,735.0,525.543,191,0,0,4
MAIN,1598.375,ALL,57325,5984,9620,4404,4404,4,370,374,36,50,13371,3756,0,5984,32,716.9,525.547,191,0,0,4
MAIN,1603.438,ALL,57508,6000,9647,4410,4410,4,374,378,36,50,13389,3756,0,6000,32,686.4,525.547,191,0,0,4
MAIN,1608.438,ALL,57684,6017,9675,4422,4422,4,376,380,39,50,13425,3764,0,6017,32,655.6,525.547,191,0,0,4
MAIN,1613.485,ALL,57875,6035,9706,4439,4439,4,378,382,44,50,13476,3779,0,6035,32,706.8,525.59,191,0,0,4
MAIN,1618.485,ALL,58054,6056,9738,4455,4455,4,379,383,44,50,13524,3794,0,6056,32,693.4,525.59,191,0,0,4
MAIN,1623.485,ALL,58204,6074,9769,4469,4469,4,379,383,44,50,13566,3808,0,6074,32,724.7,525.832,191,0,0,4
MAIN,1628.563,ALL,58360,6089,9791,4483,4483,4,379,383,44,50,13608,3822,0,6089,32,575.7,526.41,191,0,0,4
MAIN,1633.563,ALL,58511,6105,9815,4497,4497,4,379,383,44,50,13650,3836,0,6105,32,664.7,525.25,191,0,0,4
MAIN,1638.563,ALL,58655,6123,9843,4511,4511,4,380,384,32,50,13692,3849,0,6123,32,697.2,525.34,191,0,0,4
MAIN,1643.563,ALL,58821,6141,9873,4526,4526,4,380,384,32,50,13737,3864,0,6141,32,710.3,527.062,191,0,0,4
MAIN,1648.563,ALL,59014,6161,9905,4544,4544,4,381,385,30,50,13791,3880,0,6161,32,682.5,527.387,191,0,0,4
MAIN,1653.563,ALL,59176,6180,9934,4560,4560,4,382,386,30,50,13839,3894,0,6180,32,674.1,527.402,191,0,0,4
MAIN,1658.61,ALL,59379,6202,9967,4577,4577,4,383,387,30,50,13890,3909,0,6202,32,677.7,527.004,191,0,0,4
MAIN,1663.657,ALL,59564,6224,10001,4591,4591,4,383,387,30,50,13932,3923,0,6224,32,681.4,527.219,191,0,0,4
MAIN,1668.657,ALL,59745,6244,10033,4607,4607,4,383,387,30,50,13980,3939,0,6244,32,711.2,527.418,191,0,0,4
MAIN,1673.657,ALL,59918,6266,10068,4625,4625,4,383,387,30,50,14034,3957,0,6266,32,739.4,527.465,191,0,0,4
MAIN,1678.703,ALL,60108,6287,10101,4635,4635,4,383,387,30,50,14064,3967,0,6287,32,707.9,527.465,191,0,0,4
MAIN,1683.703,ALL,60284,6307,10131,4646,4646,4,384,388,29,51,14100,3976,0,6307,32,667.5,527.465,191,0,0,4
MAIN,1688.703,ALL,60464,6327,10161,4655,4655,4,385,389,29,51,14127,3983,0,6327,32,702.5,527.465,191,0,0,4
MAIN,1693.703,ALL,60640,6349,10195,4670,4670,4,388,392,29,52,14175,3993,0,6349,32,738.1,462.336,191,0,0,4
MAIN,1698.75,ALL,60826,6370,10227,4684,4684,4,389,393,29,52,14217,4004,0,6370,32,707.7,462.348,191,0,0,4
MAIN,1703.782,ALL,61007,6387,10255,4697,4697,4,391,395,29,52,14256,4015,0,6387,32,710.8,462.352,191,0,0,4
MAIN,1708.782,ALL,61181,6405,10283,4701,4701,4,391,395,29,52,14268,4019,0,6405,32,720.3,462.352,191,0,0,4
MAIN,1713.782,ALL,61365,6424,10315,4713,4713,4,393,397,29,52,14304,4027,0,6424,32,749.1,462.336,190,0,0,4
MAIN,1718.907,ALL,61551,6445,10345,4727,4727,4,394,398,29,52,14346,4039,0,6445,32,668.0,462.352,190,0,0,4
MAIN,1724.047,ALL,61737,6465,10378,4743,4743,4,394,398,29,52,14394,4055,0,6465,32,746.0,462.352,190,0,0,4
MAIN,1729.047,ALL,61919,6484,10409,4758,4758,4,395,399,27,53,14442,4069,0,6484,32,710.0,462.352,190,0,0,4
MAIN,1734.125,ALL,62084,6505,10440,4772,4772,4,396,400,24,53,14484,4081,0,6505,32,700.6,462.34,190,0,0,4
MAIN,1739.157,ALL,62271,6525,10471,4780,4780,4,397,401,21,53,14508,4088,0,6525,32,734.4,462.34,190,0,0,4
MAIN,1744.157,ALL,62449,6543,10500,4788,4788,4,398,402,18,53,14532,4095,0,6543,32,696.2,462.34,190,0,0,4
MAIN,1749.172,ALL,62631,6562,10532,4795,4795,4,398,402,18,53,14553,4102,0,6562,32,631.5,462.113,190,0,0,4
MAIN,1754.172,ALL,62800,6581,10563,4803,4803,4,398,402,18,53,14577,4110,0,6581,32,718.1,462.156,190,0,0,4
MAIN,1759.172,ALL,62988,6602,10595,4817,4817,4,399,403,18,53,14619,4122,0,6602,32,675.3,462.406,190,0,0,4
MAIN,1764.25,ALL,63172,6619,10625,4832,4832,4,399,403,18,53,14664,4137,0,6619,32,676.9,461.852,190,0,0,4
MAIN,1769.375,ALL,63357,6638,10656,4846,4846,4,400,404,19,54,14709,4149,0,6638,32,710.1,462.375,190,0,0,4
MAIN,1774.375,ALL,63537,6655,10685,4852,4852,4,400,404,19,54,14727,4155,0,6655,32,707.2,462.379,190,0,0,4
MAIN,1779.391,ALL,63717,6678,10717,4862,4862,4,401,405,19,54,14757,4164,0,6678,32,705.2,462.391,190,0,0,4
MAIN,1784.391,ALL,63897,6698,10749,4871,4871,4,401,405,19,54,14784,4173,0,6698,32,717.2,462.395,190,0,0,4
MAIN,1789.391,ALL,64075,6718,10781,4883,4883,4,403,407,19,54,14820,4181,0,6718,32,726.3,462.395,190,0,0,4
MAIN,1794.391,ALL,64257,6738,10812,4894,4894,4,404,408,19,54,14853,4190,0,6738,32,700.3,462.398,190,0,0,4
MAIN,1799.391,ALL,64437,6756,10844,4908,4908,4,404,408,19,54,14895,4204,0,6756,32,701.2,462.41,190,0,0,4
