elapsed_s,pid,ram_mb,handles,threads,tcp554,all_healthy,health_json
100.3,23860,230.6,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 186, ""stall_count"": 0, ""readable_frames"": 1658, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 108, ""stall_count"": 0, ""readable_frames"": 796, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 141, ""stall_count"": 0, ""readable_frames"": 719, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 46, ""stall_count"": 0, ""readable_frames"": 751, ""queue_depth"": 8, ""last_error"": """"}}"
105.3,23860,231.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 32, ""stall_count"": 0, ""readable_frames"": 1735, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 16, ""stall_count"": 0, ""readable_frames"": 832, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 157, ""stall_count"": 0, ""readable_frames"": 754, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 46, ""stall_count"": 0, ""readable_frames"": 786, ""queue_depth"": 8, ""last_error"": """"}}"
110.4,23860,231.5,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 61, ""stall_count"": 0, ""readable_frames"": 1810, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 15, ""stall_count"": 0, ""readable_frames"": 867, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 156, ""stall_count"": 0, ""readable_frames"": 789, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 92, ""stall_count"": 0, ""readable_frames"": 821, ""queue_depth"": 8, ""last_error"": """"}}"
115.4,23860,234.1,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 93, ""stall_count"": 0, ""readable_frames"": 1885, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 125, ""stall_count"": 0, ""readable_frames"": 901, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 188, ""stall_count"": 0, ""readable_frames"": 824, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 358, ""stall_count"": 0, ""readable_frames"": 854, ""queue_depth"": 8, ""last_error"": """"}}"
120.4,23860,231.5,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 32, ""stall_count"": 0, ""readable_frames"": 1961, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 188, ""stall_count"": 0, ""readable_frames"": 936, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 16, ""stall_count"": 0, ""readable_frames"": 860, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 63, ""stall_count"": 0, ""readable_frames"": 888, ""queue_depth"": 8, ""last_error"": """"}}"
125.4,23860,231.7,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 62, ""stall_count"": 0, ""readable_frames"": 2036, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 47, ""stall_count"": 0, ""readable_frames"": 972, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 15, ""stall_count"": 0, ""readable_frames"": 895, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 15, ""stall_count"": 0, ""readable_frames"": 927, ""queue_depth"": 8, ""last_error"": """"}}"
130.4,23860,231.7,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 63, ""stall_count"": 0, ""readable_frames"": 2111, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 63, ""stall_count"": 0, ""readable_frames"": 1007, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 31, ""stall_count"": 0, ""readable_frames"": 930, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 16, ""stall_count"": 0, ""readable_frames"": 961, ""queue_depth"": 8, ""last_error"": """"}}"
135.4,23860,231.7,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 14, ""stall_count"": 0, ""readable_frames"": 2187, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 77, ""stall_count"": 0, ""readable_frames"": 1042, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 45, ""stall_count"": 0, ""readable_frames"": 965, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 14, ""stall_count"": 0, ""readable_frames"": 997, ""queue_depth"": 8, ""last_error"": """"}}"
140.5,23860,231.9,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 16, ""stall_count"": 0, ""readable_frames"": 2262, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 250, ""stall_count"": 0, ""readable_frames"": 1076, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 77, ""stall_count"": 0, ""readable_frames"": 1000, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 30, ""stall_count"": 0, ""readable_frames"": 1032, ""queue_depth"": 8, ""last_error"": """"}}"
145.5,23860,231.9,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 46, ""stall_count"": 0, ""readable_frames"": 2337, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 141, ""stall_count"": 0, ""readable_frames"": 1112, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 282, ""stall_count"": 0, ""readable_frames"": 1034, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 32, ""stall_count"": 0, ""readable_frames"": 1067, ""queue_depth"": 8, ""last_error"": """"}}"
150.5,23860,231.9,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 77, ""stall_count"": 0, ""readable_frames"": 2412, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 15, ""stall_count"": 0, ""readable_frames"": 1148, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 108, ""stall_count"": 0, ""readable_frames"": 1070, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 61, ""stall_count"": 0, ""readable_frames"": 1102, ""queue_depth"": 8, ""last_error"": """"}}"
155.5,23860,235.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 77, ""stall_count"": 0, ""readable_frames"": 2487, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 0, ""stall_count"": 0, ""readable_frames"": 1183, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 313, ""stall_count"": 0, ""readable_frames"": 1104, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 343, ""stall_count"": 0, ""readable_frames"": 1135, ""queue_depth"": 8, ""last_error"": """"}}"
160.5,23860,231.9,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 32, ""stall_count"": 0, ""readable_frames"": 2563, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 32, ""stall_count"": 0, ""readable_frames"": 1218, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 141, ""stall_count"": 0, ""readable_frames"": 1140, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 93, ""stall_count"": 0, ""readable_frames"": 1172, ""queue_depth"": 8, ""last_error"": """"}}"
165.5,23860,231.9,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 47, ""stall_count"": 0, ""readable_frames"": 2638, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 47, ""stall_count"": 0, ""readable_frames"": 1253, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 358, ""stall_count"": 0, ""readable_frames"": 1174, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 108, ""stall_count"": 0, ""readable_frames"": 1207, ""queue_depth"": 8, ""last_error"": """"}}"
170.5,23860,231.9,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 16, ""stall_count"": 0, ""readable_frames"": 2710, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 78, ""stall_count"": 0, ""readable_frames"": 1288, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 31, ""stall_count"": 0, ""readable_frames"": 1211, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 0, ""stall_count"": 0, ""readable_frames"": 1243, ""queue_depth"": 8, ""last_error"": """"}}"
175.6,23860,231.9,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 14, ""stall_count"": 0, ""readable_frames"": 2789, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 77, ""stall_count"": 0, ""readable_frames"": 1323, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 61, ""stall_count"": 0, ""readable_frames"": 1246, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 14, ""stall_count"": 0, ""readable_frames"": 1278, ""queue_depth"": 8, ""last_error"": """"}}"
180.6,23860,231.9,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 30, ""stall_count"": 0, ""readable_frames"": 2864, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 108, ""stall_count"": 0, ""readable_frames"": 1358, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 30, ""stall_count"": 0, ""readable_frames"": 1281, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 30, ""stall_count"": 0, ""readable_frames"": 1313, ""queue_depth"": 8, ""last_error"": """"}}"
185.6,23860,231.9,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 46, ""stall_count"": 0, ""readable_frames"": 2939, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 62, ""stall_count"": 0, ""readable_frames"": 1393, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 77, ""stall_count"": 0, ""readable_frames"": 1316, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 32, ""stall_count"": 0, ""readable_frames"": 1348, ""queue_depth"": 8, ""last_error"": """"}}"
190.6,23860,231.9,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 61, ""stall_count"": 0, ""readable_frames"": 3014, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 0, ""stall_count"": 0, ""readable_frames"": 1429, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 61, ""stall_count"": 0, ""readable_frames"": 1351, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 61, ""stall_count"": 0, ""readable_frames"": 1383, ""queue_depth"": 8, ""last_error"": """"}}"
195.6,23860,231.9,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 77, ""stall_count"": 0, ""readable_frames"": 3089, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 0, ""stall_count"": 0, ""readable_frames"": 1464, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 452, ""stall_count"": 0, ""readable_frames"": 1384, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 218, ""stall_count"": 0, ""readable_frames"": 1417, ""queue_depth"": 8, ""last_error"": """"}}"
200.6,23860,232.6,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 93, ""stall_count"": 0, ""readable_frames"": 3164, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 172, ""stall_count"": 0, ""readable_frames"": 1498, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 125, ""stall_count"": 0, ""readable_frames"": 1421, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 79, ""stall_count"": 0, ""readable_frames"": 1453, ""queue_depth"": 8, ""last_error"": """"}}"
205.7,23860,232.7,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 94, ""stall_count"": 0, ""readable_frames"": 3239, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 47, ""stall_count"": 0, ""readable_frames"": 1534, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 31, ""stall_count"": 0, ""readable_frames"": 1457, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 219, ""stall_count"": 0, ""readable_frames"": 1487, ""queue_depth"": 8, ""last_error"": """"}}"
210.7,23860,232.7,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 110, ""stall_count"": 0, ""readable_frames"": 3314, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 63, ""stall_count"": 0, ""readable_frames"": 1569, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 172, ""stall_count"": 0, ""readable_frames"": 1491, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 0, ""stall_count"": 0, ""readable_frames"": 1524, ""queue_depth"": 8, ""last_error"": """"}}"
215.7,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 139, ""stall_count"": 0, ""readable_frames"": 3389, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 77, ""stall_count"": 0, ""readable_frames"": 1604, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 30, ""stall_count"": 0, ""readable_frames"": 1527, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 14, ""stall_count"": 0, ""readable_frames"": 1559, ""queue_depth"": 8, ""last_error"": """"}}"
220.7,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 155, ""stall_count"": 0, ""readable_frames"": 3464, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 108, ""stall_count"": 0, ""readable_frames"": 1639, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 327, ""stall_count"": 0, ""readable_frames"": 1560, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 16, ""stall_count"": 0, ""readable_frames"": 1594, ""queue_depth"": 8, ""last_error"": """"}}"
225.7,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 171, ""stall_count"": 0, ""readable_frames"": 3539, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 93, ""stall_count"": 0, ""readable_frames"": 1674, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 77, ""stall_count"": 0, ""readable_frames"": 1597, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 46, ""stall_count"": 0, ""readable_frames"": 1629, ""queue_depth"": 8, ""last_error"": """"}}"
230.7,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 186, ""stall_count"": 0, ""readable_frames"": 3614, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 0, ""stall_count"": 0, ""readable_frames"": 1710, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 92, ""stall_count"": 0, ""readable_frames"": 1632, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 77, ""stall_count"": 0, ""readable_frames"": 1664, ""queue_depth"": 8, ""last_error"": """"}}"
235.8,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 93, ""stall_count"": 0, ""readable_frames"": 3689, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 0, ""stall_count"": 0, ""readable_frames"": 1745, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 93, ""stall_count"": 0, ""readable_frames"": 1667, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 77, ""stall_count"": 0, ""readable_frames"": 1699, ""queue_depth"": 8, ""last_error"": """"}}"
