elapsed_s,pid,ram_mb,handles,threads,tcp554,all_healthy,health_json
240.8,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 234, ""stall_count"": 0, ""readable_frames"": 3764, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 0, ""stall_count"": 0, ""readable_frames"": 1780, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 125, ""stall_count"": 0, ""readable_frames"": 1702, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 79, ""stall_count"": 0, ""readable_frames"": 1734, ""queue_depth"": 8, ""last_error"": """"}}"
245.8,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 219, ""stall_count"": 0, ""readable_frames"": 3839, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 312, ""stall_count"": 0, ""readable_frames"": 1813, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 156, ""stall_count"": 0, ""readable_frames"": 1737, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 108, ""stall_count"": 0, ""readable_frames"": 1769, ""queue_depth"": 8, ""last_error"": """"}}"
250.8,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 31, ""stall_count"": 0, ""readable_frames"": 3914, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 47, ""stall_count"": 0, ""readable_frames"": 1850, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 31, ""stall_count"": 0, ""readable_frames"": 1773, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 125, ""stall_count"": 0, ""readable_frames"": 1804, ""queue_depth"": 8, ""last_error"": """"}}"
255.8,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 14, ""stall_count"": 0, ""readable_frames"": 3991, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 342, ""stall_count"": 0, ""readable_frames"": 1883, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 30, ""stall_count"": 0, ""readable_frames"": 1808, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 139, ""stall_count"": 0, ""readable_frames"": 1839, ""queue_depth"": 8, ""last_error"": """"}}"
260.8,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 280, ""stall_count"": 0, ""readable_frames"": 4064, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 93, ""stall_count"": 0, ""readable_frames"": 1920, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 61, ""stall_count"": 0, ""readable_frames"": 1843, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 125, ""stall_count"": 0, ""readable_frames"": 1874, ""queue_depth"": 8, ""last_error"": """"}}"
265.8,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 32, ""stall_count"": 0, ""readable_frames"": 4143, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 93, ""stall_count"": 0, ""readable_frames"": 1955, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 62, ""stall_count"": 0, ""readable_frames"": 1878, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 141, ""stall_count"": 0, ""readable_frames"": 1909, ""queue_depth"": 8, ""last_error"": """"}}"
270.9,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 202, ""stall_count"": 0, ""readable_frames"": 4214, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 108, ""stall_count"": 0, ""readable_frames"": 1990, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 92, ""stall_count"": 0, ""readable_frames"": 1913, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 186, ""stall_count"": 0, ""readable_frames"": 1944, ""queue_depth"": 8, ""last_error"": """"}}"
275.9,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 327, ""stall_count"": 0, ""readable_frames"": 4289, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 108, ""stall_count"": 0, ""readable_frames"": 2025, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 93, ""stall_count"": 0, ""readable_frames"": 1948, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 202, ""stall_count"": 0, ""readable_frames"": 1979, ""queue_depth"": 8, ""last_error"": """"}}"
280.9,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 16, ""stall_count"": 0, ""readable_frames"": 4368, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 438, ""stall_count"": 0, ""readable_frames"": 2058, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 250, ""stall_count"": 0, ""readable_frames"": 1982, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 32, ""stall_count"": 0, ""readable_frames"": 2015, ""queue_depth"": 8, ""last_error"": """"}}"
285.9,23860,232.3,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 78, ""stall_count"": 0, ""readable_frames"": 4443, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 312, ""stall_count"": 0, ""readable_frames"": 2094, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 125, ""stall_count"": 0, ""readable_frames"": 2018, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 31, ""stall_count"": 0, ""readable_frames"": 2050, ""queue_depth"": 8, ""last_error"": """"}}"
290.9,23860,232.4,575,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 0, ""stall_count"": 0, ""readable_frames"": 4519, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 47, ""stall_count"": 0, ""readable_frames"": 2131, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 0, ""stall_count"": 0, ""readable_frames"": 2054, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 47, ""stall_count"": 0, ""readable_frames"": 2085, ""queue_depth"": 8, ""last_error"": """"}}"
295.9,23860,232.4,574,9,4,True,"{""CAM-07"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 15.0, ""resolution"": ""1280x720"", ""last_frame_age_ms"": 30, ""stall_count"": 0, ""readable_frames"": 4594, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-01"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 342, ""stall_count"": 0, ""readable_frames"": 2164, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-05"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 30, ""stall_count"": 0, ""readable_frames"": 2089, ""queue_depth"": 8, ""last_error"": """"}, ""CAM-03"": {""state"": ""OPEN"", ""healthy"": true, ""fps"": 7.0, ""resolution"": ""352x240"", ""last_frame_age_ms"": 233, ""stall_count"": 0, ""readable_frames"": 2119, ""queue_depth"": 8, ""last_error"": """"}}"
